time(s),x(m),y(m),z(m),vx(m/s),vy(m/s),vz(m/s),q0,q1,q2,q3,roll(rad),pitch(rad),yaw(rad)
1.8800,0.0000,0.0000,121.8054,0.0000,0.0000,62.9890,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.8900,0.0000,0.0000,122.4337,0.0000,0.0000,62.7607,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9000,0.0000,0.0000,123.0598,0.0000,0.0000,62.5334,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9100,0.0000,0.0000,123.6836,0.0000,0.0000,62.3070,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9200,0.0000,0.0000,124.3052,0.0000,0.0000,62.0815,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9300,0.0000,0.0000,124.9245,0.0000,0.0000,61.8570,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9400,0.0000,0.0000,125.5416,0.0000,0.0000,61.6334,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9500,0.0000,0.0000,126.1564,0.0000,0.0000,61.4107,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9600,0.0000,0.0000,126.7691,0.0000,0.0000,61.1890,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9700,0.0000,0.0000,127.3795,0.0000,0.0000,60.9681,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9800,0.0000,0.0000,127.9877,0.0000,0.0000,60.7481,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.9900,0.0000,0.0000,128.5937,0.0000,0.0000,60.5290,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0000,0.0000,0.0000,129.1976,0.0000,0.0000,60.3108,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0100,0.0000,0.0000,129.7992,0.0000,0.0000,60.0934,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0200,0.0000,0.0000,130.3987,0.0000,0.0000,59.8770,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0300,0.0000,0.0000,130.9960,0.0000,0.0000,59.6613,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0400,0.0000,0.0000,131.5912,0.0000,0.0000,59.4466,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0500,0.0000,0.0000,132.1843,0.0000,0.0000,59.2327,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0600,0.0000,0.0000,132.7752,0.0000,0.0000,59.0196,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0700,0.0000,0.0000,133.3639,0.0000,0.0000,58.8073,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0800,0.0000,0.0000,133.9506,0.0000,0.0000,58.5959,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0900,0.0000,0.0000,134.5352,0.0000,0.0000,58.3853,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1000,0.0000,0.0000,135.1176,0.0000,0.0000,58.1755,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1100,0.0000,0.0000,135.6980,0.0000,0.0000,57.9666,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1200,0.0000,0.0000,136.2763,0.0000,0.0000,57.7584,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1300,0.0000,0.0000,136.8525,0.0000,0.0000,57.5510,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1400,0.0000,0.0000,137.4266,0.0000,0.0000,57.3444,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1500,0.0000,0.0000,137.9987,0.0000,0.0000,57.1386,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1600,0.0000,0.0000,138.5687,0.0000,0.0000,56.9336,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1700,0.0000,0.0000,139.1367,0.0000,0.0000,56.7294,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1800,0.0000,0.0000,139.7026,0.0000,0.0000,56.5259,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.1900,0.0000,0.0000,140.2665,0.0000,0.0000,56.3232,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2000,0.0000,0.0000,140.8284,0.0000,0.0000,56.1212,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2100,0.0000,0.0000,141.3883,0.0000,0.0000,55.9200,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2200,0.0000,0.0000,141.9461,0.0000,0.0000,55.7195,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2300,0.0000,0.0000,142.5020,0.0000,0.0000,55.5198,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2400,0.0000,0.0000,143.0558,0.0000,0.0000,55.3208,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2500,0.0000,0.0000,143.6077,0.0000,0.0000,55.1225,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2600,0.0000,0.0000,144.1576,0.0000,0.0000,54.9250,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2700,0.0000,0.0000,144.7056,0.0000,0.0000,54.7281,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2800,0.0000,0.0000,145.2515,0.0000,0.0000,54.5320,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.2900,0.0000,0.0000,145.7956,0.0000,0.0000,54.3366,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3000,0.0000,0.0000,146.3376,0.0000,0.0000,54.1419,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3100,0.0000,0.0000,146.8778,0.0000,0.0000,53.9479,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3200,0.0000,0.0000,147.4159,0.0000,0.0000,53.7546,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3300,0.0000,0.0000,147.9522,0.0000,0.0000,53.5620,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3400,0.0000,0.0000,148.4865,0.0000,0.0000,53.3700,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3500,0.0000,0.0000,149.0190,0.0000,0.0000,53.1787,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3600,0.0000,0.0000,149.5495,0.0000,0.0000,52.9881,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3700,0.0000,0.0000,150.0781,0.0000,0.0000,52.7982,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3800,0.0000,0.0000,150.6048,0.0000,0.0000,52.6090,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.3900,0.0000,0.0000,151.1297,0.0000,0.0000,52.4203,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4000,0.0000,0.0000,151.6526,0.0000,0.0000,52.2324,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4100,0.0000,0.0000,152.1737,0.0000,0.0000,52.0451,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4200,0.0000,0.0000,152.6929,0.0000,0.0000,51.8584,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4300,0.0000,0.0000,153.2102,0.0000,0.0000,51.6724,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4400,0.0000,0.0000,153.7257,0.0000,0.0000,51.4870,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4500,0.0000,0.0000,154.2394,0.0000,0.0000,51.3023,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4600,0.0000,0.0000,154.7512,0.0000,0.0000,51.1181,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4700,0.0000,0.0000,155.2611,0.0000,0.0000,50.9346,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4800,0.0000,0.0000,155.7692,0.0000,0.0000,50.7517,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.4900,0.0000,0.0000,156.2755,0.0000,0.0000,50.5695,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5000,0.0000,0.0000,156.7800,0.0000,0.0000,50.3878,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5100,0.0000,0.0000,157.2827,0.0000,0.0000,50.2067,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5200,0.0000,0.0000,157.7836,0.0000,0.0000,50.0262,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5300,0.0000,0.0000,158.2826,0.0000,0.0000,49.8464,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5400,0.0000,0.0000,158.7799,0.0000,0.0000,49.6671,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5500,0.0000,0.0000,159.2754,0.0000,0.0000,49.4884,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5600,0.0000,0.0000,159.7691,0.0000,0.0000,49.3103,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5700,0.0000,0.0000,160.2610,0.0000,0.0000,49.1328,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5800,0.0000,0.0000,160.7511,0.0000,0.0000,48.9558,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.5900,0.0000,0.0000,161.2395,0.0000,0.0000,48.7794,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6000,0.0000,0.0000,161.7261,0.0000,0.0000,48.6036,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6100,0.0000,0.0000,162.2110,0.0000,0.0000,48.4284,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6200,0.0000,0.0000,162.6941,0.0000,0.0000,48.2537,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6300,0.0000,0.0000,163.1755,0.0000,0.0000,48.0796,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6400,0.0000,0.0000,163.6551,0.0000,0.0000,47.9060,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6500,0.0000,0.0000,164.1330,0.0000,0.0000,47.7330,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6600,0.0000,0.0000,164.6092,0.0000,0.0000,47.5605,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6700,0.0000,0.0000,165.0837,0.0000,0.0000,47.3885,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6800,0.0000,0.0000,165.5564,0.0000,0.0000,47.2171,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.6900,0.0000,0.0000,166.0274,0.0000,0.0000,47.0462,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7000,0.0000,0.0000,166.4968,0.0000,0.0000,46.8759,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7100,0.0000,0.0000,166.9644,0.0000,0.0000,46.7061,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7200,0.0000,0.0000,167.4303,0.0000,0.0000,46.5368,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7300,0.0000,0.0000,167.8946,0.0000,0.0000,46.3680,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7400,0.0000,0.0000,168.3571,0.0000,0.0000,46.1997,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7500,0.0000,0.0000,168.8180,0.0000,0.0000,46.0320,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7600,0.0000,0.0000,169.2772,0.0000,0.0000,45.8647,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7700,0.0000,0.0000,169.7347,0.0000,0.0000,45.6980,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7800,0.0000,0.0000,170.1906,0.0000,0.0000,45.5318,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.7900,0.0000,0.0000,170.6448,0.0000,0.0000,45.3660,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8000,0.0000,0.0000,171.0974,0.0000,0.0000,45.2008,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8100,0.0000,0.0000,171.5483,0.0000,0.0000,45.0360,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8200,0.0000,0.0000,171.9976,0.0000,0.0000,44.8718,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8300,0.0000,0.0000,172.4452,0.0000,0.0000,44.7080,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8400,0.0000,0.0000,172.8912,0.0000,0.0000,44.5447,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8500,0.0000,0.0000,173.3355,0.0000,0.0000,44.3819,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8600,0.0000,0.0000,173.7783,0.0000,0.0000,44.2196,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8700,0.0000,0.0000,174.2194,0.0000,0.0000,44.0577,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8800,0.0000,0.0000,174.6589,0.0000,0.0000,43.8963,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.8900,0.0000,0.0000,175.0968,0.0000,0.0000,43.7354,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9000,0.0000,0.0000,175.5331,0.0000,0.0000,43.5749,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9100,0.0000,0.0000,175.9678,0.0000,0.0000,43.4149,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9200,0.0000,0.0000,176.4008,0.0000,0.0000,43.2554,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9300,0.0000,0.0000,176.8323,0.0000,0.0000,43.0963,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9400,0.0000,0.0000,177.2622,0.0000,0.0000,42.9376,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9500,0.0000,0.0000,177.6906,0.0000,0.0000,42.7794,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9600,0.0000,0.0000,178.1173,0.0000,0.0000,42.6217,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9700,0.0000,0.0000,178.5425,0.0000,0.0000,42.4644,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9800,0.0000,0.0000,178.9661,0.0000,0.0000,42.3075,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.9900,0.0000,0.0000,179.3881,0.0000,0.0000,42.1511,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0000,0.0000,0.0000,179.8086,0.0000,0.0000,41.9951,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0100,0.0000,0.0000,180.2275,0.0000,0.0000,41.8395,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0200,0.0000,0.0000,180.6448,0.0000,0.0000,41.6844,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0300,0.0000,0.0000,181.0607,0.0000,0.0000,41.5297,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0400,0.0000,0.0000,181.4749,0.0000,0.0000,41.3754,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0500,0.0000,0.0000,181.8876,0.0000,0.0000,41.2215,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0600,0.0000,0.0000,182.2988,0.0000,0.0000,41.0680,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0700,0.0000,0.0000,182.7085,0.0000,0.0000,40.9150,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0800,0.0000,0.0000,183.1166,0.0000,0.0000,40.7624,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0900,0.0000,0.0000,183.5232,0.0000,0.0000,40.6101,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1000,0.0000,0.0000,183.9283,0.0000,0.0000,40.4583,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1100,0.0000,0.0000,184.3319,0.0000,0.0000,40.3069,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1200,0.0000,0.0000,184.7340,0.0000,0.0000,40.1559,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1300,0.0000,0.0000,185.1345,0.0000,0.0000,40.0053,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1400,0.0000,0.0000,185.5336,0.0000,0.0000,39.8551,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1500,0.0000,0.0000,185.9311,0.0000,0.0000,39.7053,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1600,0.0000,0.0000,186.3272,0.0000,0.0000,39.5558,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1700,0.0000,0.0000,186.7217,0.0000,0.0000,39.4068,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1800,0.0000,0.0000,187.1148,0.0000,0.0000,39.2581,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.1900,0.0000,0.0000,187.5064,0.0000,0.0000,39.1099,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2000,0.0000,0.0000,187.8965,0.0000,0.0000,38.9620,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2100,0.0000,0.0000,188.2852,0.0000,0.0000,38.8144,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2200,0.0000,0.0000,188.6723,0.0000,0.0000,38.6673,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2300,0.0000,0.0000,189.0580,0.0000,0.0000,38.5205,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2400,0.0000,0.0000,189.4422,0.0000,0.0000,38.3741,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2500,0.0000,0.0000,189.8250,0.0000,0.0000,38.2281,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2600,0.0000,0.0000,190.2063,0.0000,0.0000,38.0825,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2700,0.0000,0.0000,190.5862,0.0000,0.0000,37.9372,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2800,0.0000,0.0000,190.9646,0.0000,0.0000,37.7922,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.2900,0.0000,0.0000,191.3415,0.0000,0.0000,37.6477,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3000,0.0000,0.0000,191.7171,0.0000,0.0000,37.5034,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3100,0.0000,0.0000,192.0911,0.0000,0.0000,37.3596,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3200,0.0000,0.0000,192.4638,0.0000,0.0000,37.2161,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3300,0.0000,0.0000,192.8350,0.0000,0.0000,37.0729,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3400,0.0000,0.0000,193.2048,0.0000,0.0000,36.9301,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3500,0.0000,0.0000,193.5731,0.0000,0.0000,36.7876,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3600,0.0000,0.0000,193.9400,0.0000,0.0000,36.6455,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3700,0.0000,0.0000,194.3055,0.0000,0.0000,36.5037,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3800,0.0000,0.0000,194.6696,0.0000,0.0000,36.3623,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.3900,0.0000,0.0000,195.0323,0.0000,0.0000,36.2212,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4000,0.0000,0.0000,195.3936,0.0000,0.0000,36.0804,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4100,0.0000,0.0000,195.7535,0.0000,0.0000,35.9400,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4200,0.0000,0.0000,196.1119,0.0000,0.0000,35.7999,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4300,0.0000,0.0000,196.4690,0.0000,0.0000,35.6601,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4400,0.0000,0.0000,196.8247,0.0000,0.0000,35.5207,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4500,0.0000,0.0000,197.1789,0.0000,0.0000,35.3815,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4600,0.0000,0.0000,197.5318,0.0000,0.0000,35.2427,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4700,0.0000,0.0000,197.8833,0.0000,0.0000,35.1043,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4800,0.0000,0.0000,198.2335,0.0000,0.0000,34.9661,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.4900,0.0000,0.0000,198.5822,0.0000,0.0000,34.8283,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5000,0.0000,0.0000,198.9296,0.0000,0.0000,34.6907,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5100,0.0000,0.0000,199.2756,0.0000,0.0000,34.5535,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5200,0.0000,0.0000,199.6202,0.0000,0.0000,34.4166,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5300,0.0000,0.0000,199.9634,0.0000,0.0000,34.2800,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5400,0.0000,0.0000,200.3053,0.0000,0.0000,34.1437,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5500,0.0000,0.0000,200.6459,0.0000,0.0000,34.0077,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5600,0.0000,0.0000,200.9850,0.0000,0.0000,33.8720,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5700,0.0000,0.0000,201.3228,0.0000,0.0000,33.7367,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5800,0.0000,0.0000,201.6593,0.0000,0.0000,33.6016,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.5900,0.0000,0.0000,201.9944,0.0000,0.0000,33.4668,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6000,0.0000,0.0000,202.3282,0.0000,0.0000,33.3323,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6100,0.0000,0.0000,202.6606,0.0000,0.0000,33.1981,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6200,0.0000,0.0000,202.9917,0.0000,0.0000,33.0642,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6300,0.0000,0.0000,203.3215,0.0000,0.0000,32.9306,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6400,0.0000,0.0000,203.6499,0.0000,0.0000,32.7973,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6500,0.0000,0.0000,203.9770,0.0000,0.0000,32.6642,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6600,0.0000,0.0000,204.3027,0.0000,0.0000,32.5315,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6700,0.0000,0.0000,204.6272,0.0000,0.0000,32.3990,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6800,0.0000,0.0000,204.9503,0.0000,0.0000,32.2668,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.6900,0.0000,0.0000,205.2721,0.0000,0.0000,32.1349,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7000,0.0000,0.0000,205.5925,0.0000,0.0000,32.0032,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7100,0.0000,0.0000,205.9117,0.0000,0.0000,31.8719,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7200,0.0000,0.0000,206.2295,0.0000,0.0000,31.7408,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7300,0.0000,0.0000,206.5461,0.0000,0.0000,31.6100,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7400,0.0000,0.0000,206.8613,0.0000,0.0000,31.4794,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7500,0.0000,0.0000,207.1752,0.0000,0.0000,31.3492,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7600,0.0000,0.0000,207.4878,0.0000,0.0000,31.2192,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7700,0.0000,0.0000,207.7992,0.0000,0.0000,31.0894,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7800,0.0000,0.0000,208.1092,0.0000,0.0000,30.9599,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.7900,0.0000,0.0000,208.4179,0.0000,0.0000,30.8307,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8000,0.0000,0.0000,208.7254,0.0000,0.0000,30.7018,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8100,0.0000,0.0000,209.0315,0.0000,0.0000,30.5731,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8200,0.0000,0.0000,209.3364,0.0000,0.0000,30.4446,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8300,0.0000,0.0000,209.6400,0.0000,0.0000,30.3165,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8400,0.0000,0.0000,209.9423,0.0000,0.0000,30.1885,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8500,0.0000,0.0000,210.2434,0.0000,0.0000,30.0608,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.8600,0.0000,0.0000,210.5431,0.0000,0.0000,29.9334,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
